date,horizon_trading_days,with_emergency_return,without_emergency_return,effect
2025-08-14,2,-0.004556398634939951,-0.004556398634939951,0.0
2025-08-14,5,-0.014381169134657812,-0.014381169134657812,0.0
2025-08-14,10,0.024188786539757645,0.024188786539757645,0.0
2025-08-14,21,0.055148713792467774,0.055148713792467774,0.0
2025-08-15,1,-0.003353982784750853,-0.003353982784750853,0.0
2025-08-15,2,-0.006396445491394731,-0.006396445491394731,0.0
2025-08-15,5,-0.008648175160338778,-0.008648175160338778,0.0
2025-08-15,10,0.030480320564069352,0.030480320564069352,0.0
2025-08-15,21,0.060359097808938555,0.060359097808938555,0.0
2025-08-18,1,-0.003052701414635539,-0.003052701414635539,0.0
2025-08-18,2,-0.012135543427032824,-0.012135543427032824,0.0
2025-08-18,5,0.02037875758445784,0.02037875758445784,0.0
2025-08-18,10,0.03659311377699548,0.03659311377699548,0.0
2025-08-18,21,0.0720568931505563,0.0720568931505563,0.0
2025-08-19,1,-0.009110654119114936,-0.009110654119114936,0.0
2025-08-19,2,-0.006837913668111262,-0.006837913668111262,0.0
2025-08-19,5,0.02107732809629881,0.02107732809629881,0.0
2025-08-19,10,0.04000914201931449,0.04000914201931449,0.0
2025-08-19,21,0.08000393227091451,0.08000393227091451,0.0
2025-10-02,1,0.009461364069399902,0.009461364069399902,0.0
2025-10-02,2,0.0034049294924234363,0.0034049294924234363,0.0
2025-10-02,5,0.03966019232925455,0.03966019232925455,0.0
2025-10-02,10,0.005672612798978571,0.005672612798978571,0.0
2025-10-02,21,0.07072340494194407,0.07072340494194407,0.0
2025-10-03,1,-0.00599966951935782,-0.00599966951935782,0.0
2025-10-03,2,0.020198362599712416,0.020198362599712416,0.0
2025-10-03,5,0.020551586832060265,0.020551586832060265,0.0
2025-10-03,10,-0.002698158579838572,-0.002698158579838572,0.0
2025-10-03,21,0.06779681284543959,0.06779681284543959,0.0
2025-10-06,1,0.026356160371096005,0.026356160371096005,0.0
2025-10-06,2,0.008299478157102413,0.008299478157102413,0.0
2025-10-06,5,-0.0502929475102204,-0.0502929475102204,0.0
2025-10-06,10,0.00011244863103998526,0.00011244863103998526,0.0
2025-10-06,21,0.0810684522973728,0.0810684522973728,0.0
2025-10-07,1,-0.01759299832863559,-0.01759299832863559,0.0
2025-10-07,2,0.009525031495110081,0.009525031495110081,0.0
2025-10-07,5,-0.0289509572900728,-0.0289509572900728,0.0
2025-10-07,10,-0.0005318953151586259,-0.0005318953151586259,0.0
2025-10-07,21,0.0134091240919183,0.0134091240919183,0.0
2025-10-08,1,0.02760366098532474,0.02760366098532474,0.0
2025-10-08,2,0.018260485962037443,0.018260485962037443,0.0
2025-10-08,5,-0.02821137437356558,-0.02821137437356558,0.0
2025-10-08,10,0.009085982899787792,0.009085982899787792,0.0
2025-10-08,21,0.04530707322735705,0.04530707322735705,0.0
2025-10-09,1,-0.009092197097009591,-0.009092197097009591,0.0
2025-10-09,2,-0.08341134432876929,-0.08341134432876929,0.0
2025-10-09,5,-0.03269104634479669,-0.03269104634479669,0.0
2025-10-09,10,-0.04139362877382591,-0.04139362877382591,0.0
2025-10-09,21,-0.018194614640811624,-0.018194614640811624,0.0
2025-10-10,1,-0.07500107175867654,-0.07500107175867654,0.0
2025-10-10,2,-0.02928704814242067,-0.02928704814242067,0.0
